RECEPTOR,odorant,SMILES,output,Protein sequence
AgOr44,benzyl-acetate,,-4,
AgOr45,benzyl-acetate,,-17,
AgOr46,benzyl-acetate,,23,
AgOr48,benzyl-acetate,,23,
AgOr50,benzyl-acetate,,2,
AgOr53,benzyl-acetate,,-3,
AgOr54,benzyl-acetate,,-13,
AgOr56,benzyl-acetate,,31,
AgOr57,benzyl-acetate,,67,
AgOr59,benzyl-acetate,,-9,
AgOr61,benzyl-acetate,,1,
AgOr63,benzyl-acetate,,14,
AgOr64,benzyl-acetate,,3,
AgOr65,benzyl-acetate,,0,
AgOr66,benzyl-acetate,,-3,
AgOr67,benzyl-acetate,,-3,
AgOr73,benzyl-acetate,,-2,
AgOr75,benzyl-acetate,,45,
AgOr76,benzyl-acetate,,0,
AgOr1,phenethyl-acetate,,-4,
AgOr2,phenethyl-acetate,,6,
AgOr3,phenethyl-acetate,,1,
AgOr4,phenethyl-acetate,,-1,
AgOr5,phenethyl-acetate,,-1,
AgOr6,phenethyl-acetate,,-2,
AgOr8,phenethyl-acetate,,-7,
AgOr9,phenethyl-acetate,,4,
AgOr10,phenethyl-acetate,,19,
AgOr11,phenethyl-acetate,,11,
AgOr12,phenethyl-acetate,,130,
AgOr13,phenethyl-acetate,,0,
AgOr15,phenethyl-acetate,,1,
AgOr16,phenethyl-acetate,,25,
AgOr18,phenethyl-acetate,,81,
AgOr20,phenethyl-acetate,,13,
AgOr21,phenethyl-acetate,,25,
AgOr23,phenethyl-acetate,,0,
AgOr25,phenethyl-acetate,,-6,
AgOr26,phenethyl-acetate,,0,
AgOr27,phenethyl-acetate,,0,
AgOr30,phenethyl-acetate,,28,
AgOr31,phenethyl-acetate,,51,
AgOr32,phenethyl-acetate,,15,
AgOr33,phenethyl-acetate,,0,
AgOr35,phenethyl-acetate,,36,
AgOr38,phenethyl-acetate,,136,
AgOr39,phenethyl-acetate,,142,
AgOr41,phenethyl-acetate,,-17,
AgOr42,phenethyl-acetate,,0,
AgOr43,phenethyl-acetate,,-11,
AgOr44,phenethyl-acetate,,-2,
AgOr45,phenethyl-acetate,,-10,
AgOr46,phenethyl-acetate,,19,
AgOr48,phenethyl-acetate,,13,
AgOr50,phenethyl-acetate,,9,
AgOr53,phenethyl-acetate,,-1,
AgOr54,phenethyl-acetate,,-22,
AgOr56,phenethyl-acetate,,19,
AgOr57,phenethyl-acetate,,56,
AgOr59,phenethyl-acetate,,3,
AgOr61,phenethyl-acetate,,1,
AgOr63,phenethyl-acetate,,10,
AgOr64,phenethyl-acetate,,-2,
AgOr65,phenethyl-acetate,,6,
AgOr66,phenethyl-acetate,,-6,
AgOr67,phenethyl-acetate,,-1,
AgOr73,phenethyl-acetate,,-2,
AgOr75,phenethyl-acetate,,1,
AgOr76,phenethyl-acetate,,-4,
AgOr1,2-methylphenol,,91,
AgOr2,2-methylphenol,,201,
AgOr3,2-methylphenol,,-22,
AgOr4,2-methylphenol,,25,
AgOr5,2-methylphenol,,-4,
AgOr6,2-methylphenol,,35,
AgOr8,2-methylphenol,,-11,
AgOr9,2-methylphenol,,195,
AgOr10,2-methylphenol,,178,
AgOr11,2-methylphenol,,52,
AgOr12,2-methylphenol,,88,
AgOr13,2-methylphenol,,110,
AgOr15,2-methylphenol,,181,
AgOr16,2-methylphenol,,44,
AgOr18,2-methylphenol,,43,
AgOr20,2-methylphenol,,170,
AgOr21,2-methylphenol,,66,
AgOr23,2-methylphenol,,-2,
AgOr25,2-methylphenol,,-20,
AgOr26,2-methylphenol,,0,
AgOr27,2-methylphenol,,-2,
AgOr30,2-methylphenol,,-4,
AgOr31,2-methylphenol,,-5,
AgOr32,2-methylphenol,,26,
AgOr33,2-methylphenol,,-18,
AgOr35,2-methylphenol,,-8,
AgOr38,2-methylphenol,,36,
AgOr39,2-methylphenol,,34,
AgOr41,2-methylphenol,,12,
AgOr42,2-methylphenol,,-8,
AgOr43,2-methylphenol,,-19,
AgOr44,2-methylphenol,,-27,
AgOr45,2-methylphenol,,-18,
AgOr46,2-methylphenol,,22,
AgOr48,2-methylphenol,,-2,
AgOr50,2-methylphenol,,63,
AgOr53,2-methylphenol,,1,
AgOr54,2-methylphenol,,-22,
AgOr56,2-methylphenol,,50,
AgOr57,2-methylphenol,,75,
AgOr59,2-methylphenol,,-6,
AgOr61,2-methylphenol,,3,
AgOr63,2-methylphenol,,7,
AgOr64,2-methylphenol,,-11,
AgOr65,2-methylphenol,,69,
AgOr66,2-methylphenol,,-2,
AgOr67,2-methylphenol,,-1,
AgOr73,2-methylphenol,,-8,
AgOr75,2-methylphenol,,-16,
AgOr76,2-methylphenol,,-14,
AgOr1,3-methylphenol,,177,
AgOr2,3-methylphenol,,75,
AgOr3,3-methylphenol,,-17,
AgOr4,3-methylphenol,,29,
AgOr5,3-methylphenol,,-3,
AgOr6,3-methylphenol,,25,
AgOr8,3-methylphenol,,-10,
AgOr9,3-methylphenol,,161,
AgOr10,3-methylphenol,,118,
AgOr11,3-methylphenol,,37,
AgOr12,3-methylphenol,,75,
AgOr13,3-methylphenol,,44,
AgOr15,3-methylphenol,,152,
AgOr16,3-methylphenol,,14,
AgOr18,3-methylphenol,,29,
AgOr20,3-methylphenol,,97,
AgOr21,3-methylphenol,,37,
AgOr23,3-methylphenol,,0,
AgOr25,3-methylphenol,,-9,
AgOr26,3-methylphenol,,-2,
AgOr27,3-methylphenol,,-1,
AgOr30,3-methylphenol,,2,
AgOr31,3-methylphenol,,-2,
AgOr32,3-methylphenol,,15,
AgOr33,3-methylphenol,,-15,
AgOr35,3-methylphenol,,0,
AgOr38,3-methylphenol,,60,
AgOr39,3-methylphenol,,22,
AgOr41,3-methylphenol,,-3,
AgOr42,3-methylphenol,,-12,
AgOr43,3-methylphenol,,-26,
AgOr44,3-methylphenol,,-16,
AgOr45,3-methylphenol,,-16,
AgOr46,3-methylphenol,,15,
AgOr48,3-methylphenol,,-5,
AgOr50,3-methylphenol,,41,
AgOr53,3-methylphenol,,2,
AgOr54,3-methylphenol,,-16,
AgOr56,3-methylphenol,,28,
AgOr57,3-methylphenol,,45,
AgOr59,3-methylphenol,,-2,
AgOr61,3-methylphenol,,1,
AgOr63,3-methylphenol,,2,
AgOr64,3-methylphenol,,-6,
AgOr65,3-methylphenol,,15,
AgOr66,3-methylphenol,,-6,
AgOr67,3-methylphenol,,-7,
AgOr73,3-methylphenol,,0,
AgOr75,3-methylphenol,,-13,
AgOr76,3-methylphenol,,-5,
AgOr1,4-methylphenol,,178,
AgOr2,4-methylphenol,,118,
AgOr3,4-methylphenol,,-7,
AgOr4,4-methylphenol,,60,
AgOr5,4-methylphenol,,-4,
AgOr6,4-methylphenol,,16,
AgOr8,4-methylphenol,,-2,
AgOr9,4-methylphenol,,177,
AgOr10,4-methylphenol,,167,
AgOr11,4-methylphenol,,26,
AgOr12,4-methylphenol,,156,
AgOr13,4-methylphenol,,160,
AgOr15,4-methylphenol,,73,
AgOr16,4-methylphenol,,39,
AgOr18,4-methylphenol,,32,
AgOr20,4-methylphenol,,52,
AgOr21,4-methylphenol,,27,
AgOr23,4-methylphenol,,-2,
AgOr25,4-methylphenol,,-10,
AgOr26,4-methylphenol,,-1,
AgOr27,4-methylphenol,,4,
AgOr30,4-methylphenol,,1,
AgOr31,4-methylphenol,,1,
AgOr32,4-methylphenol,,34,
AgOr33,4-methylphenol,,-12,
AgOr35,4-methylphenol,,4,
AgOr38,4-methylphenol,,99,
AgOr39,4-methylphenol,,48,
AgOr41,4-methylphenol,,-10,
AgOr42,4-methylphenol,,-6,
AgOr43,4-methylphenol,,-18,
AgOr44,4-methylphenol,,-14,
AgOr45,4-methylphenol,,-7,
AgOr46,4-methylphenol,,21,
AgOr48,4-methylphenol,,0,
AgOr50,4-methylphenol,,29,
AgOr53,4-methylphenol,,4,
AgOr54,4-methylphenol,,-6,
AgOr56,4-methylphenol,,19,
AgOr57,4-methylphenol,,27,
AgOr59,4-methylphenol,,-1,
AgOr61,4-methylphenol,,4,
AgOr63,4-methylphenol,,-4,
AgOr64,4-methylphenol,,2,
AgOr65,4-methylphenol,,76,
AgOr66,4-methylphenol,,-6,
AgOr67,4-methylphenol,,-4,
AgOr73,4-methylphenol,,-5,
AgOr75,4-methylphenol,,-4,
AgOr76,4-methylphenol,,-6,
AgOr1,2-ethylphenol,,10,
AgOr2,2-ethylphenol,,116,
AgOr3,2-ethylphenol,,-17,
AgOr4,2-ethylphenol,,23,
AgOr5,2-ethylphenol,,0,
AgOr6,2-ethylphenol,,41,
AgOr8,2-ethylphenol,,-2,
AgOr9,2-ethylphenol,,226,
AgOr10,2-ethylphenol,,249,
AgOr11,2-ethylphenol,,36,
AgOr12,2-ethylphenol,,111,
AgOr13,2-ethylphenol,,-1,
AgOr15,2-ethylphenol,,82,
AgOr16,2-ethylphenol,,12,
AgOr18,2-ethylphenol,,77,
AgOr20,2-ethylphenol,,140,
AgOr21,2-ethylphenol,,64,
AgOr23,2-ethylphenol,,-2,
AgOr25,2-ethylphenol,,-9,
AgOr26,2-ethylphenol,,-2,
AgOr27,2-ethylphenol,,-6,
AgOr30,2-ethylphenol,,-1,
AgOr31,2-ethylphenol,,-6,
AgOr32,2-ethylphenol,,27,
AgOr33,2-ethylphenol,,-13,
AgOr35,2-ethylphenol,,-4,
AgOr38,2-ethylphenol,,90,
AgOr39,2-ethylphenol,,38,
AgOr41,2-ethylphenol,,-2,
AgOr42,2-ethylphenol,,-9,
AgOr43,2-ethylphenol,,-10,
AgOr44,2-ethylphenol,,-11,
AgOr45,2-ethylphenol,,-17,
AgOr46,2-ethylphenol,,10,
AgOr48,2-ethylphenol,,-6,
AgOr50,2-ethylphenol,,58,
AgOr53,2-ethylphenol,,0,
AgOr54,2-ethylphenol,,-26,
AgOr56,2-ethylphenol,,37,
AgOr57,2-ethylphenol,,91,
AgOr59,2-ethylphenol,,-7,
AgOr61,2-ethylphenol,,-3,
AgOr63,2-ethylphenol,,2,
AgOr64,2-ethylphenol,,-6,
AgOr65,2-ethylphenol,,117,
AgOr66,2-ethylphenol,,-6,
AgOr67,2-ethylphenol,,6,
AgOr73,2-ethylphenol,,-1,
AgOr75,2-ethylphenol,,-8,
AgOr76,2-ethylphenol,,-9,
AgOr1,4-ethylphenol,,145,
AgOr2,4-ethylphenol,,29,
AgOr3,4-ethylphenol,,-2,
AgOr4,4-ethylphenol,,98,
AgOr5,4-ethylphenol,,2,
AgOr6,4-ethylphenol,,5,
AgOr8,4-ethylphenol,,7,
AgOr9,4-ethylphenol,,64,
AgOr10,4-ethylphenol,,16,
AgOr11,4-ethylphenol,,3,
AgOr12,4-ethylphenol,,82,
AgOr13,4-ethylphenol,,25,
AgOr15,4-ethylphenol,,6,
AgOr16,4-ethylphenol,,27,
AgOr18,4-ethylphenol,,10,
AgOr20,4-ethylphenol,,10,
AgOr21,4-ethylphenol,,8,
AgOr23,4-ethylphenol,,-1,
AgOr25,4-ethylphenol,,-9,
AgOr26,4-ethylphenol,,-1,
AgOr27,4-ethylphenol,,3,
AgOr30,4-ethylphenol,,-3,
AgOr31,4-ethylphenol,,0,
AgOr32,4-ethylphenol,,17,
AgOr33,4-ethylphenol,,-5,
AgOr35,4-ethylphenol,,-1,
AgOr38,4-ethylphenol,,44,
AgOr39,4-ethylphenol,,61,
AgOr41,4-ethylphenol,,0,
AgOr42,4-ethylphenol,,-5,
AgOr43,4-ethylphenol,,-2,
AgOr44,4-ethylphenol,,-12,
AgOr45,4-ethylphenol,,-2,
AgOr46,4-ethylphenol,,10,
AgOr48,4-ethylphenol,,2,
AgOr50,4-ethylphenol,,20,
AgOr53,4-ethylphenol,,2,
AgOr54,4-ethylphenol,,-10,
AgOr56,4-ethylphenol,,19,
AgOr57,4-ethylphenol,,24,
AgOr59,4-ethylphenol,,-5,
AgOr61,4-ethylphenol,,-1,
AgOr63,4-ethylphenol,,-1,
AgOr64,4-ethylphenol,,-4,
AgOr65,4-ethylphenol,,52,
AgOr66,4-ethylphenol,,-4,
AgOr67,4-ethylphenol,,2,
AgOr73,4-ethylphenol,,2,
AgOr75,4-ethylphenol,,-4,
AgOr76,4-ethylphenol,,-7,
AgOr1,2-propylphenol,,1,
AgOr2,2-propylphenol,,11,
AgOr3,2-propylphenol,,-5,
AgOr4,2-propylphenol,,28,
AgOr5,2-propylphenol,,1,
AgOr6,2-propylphenol,,9,
AgOr8,2-propylphenol,,-1,
AgOr9,2-propylphenol,,110,
AgOr10,2-propylphenol,,28,
AgOr11,2-propylphenol,,7,
AgOr12,2-propylphenol,,-1,
AgOr13,2-propylphenol,,-2,
AgOr15,2-propylphenol,,-4,
AgOr16,2-propylphenol,,-1,
AgOr18,2-propylphenol,,8,
AgOr20,2-propylphenol,,20,
AgOr21,2-propylphenol,,4,
AgOr23,2-propylphenol,,-2,
AgOr25,2-propylphenol,,-4,
AgOr26,2-propylphenol,,6,
AgOr27,2-propylphenol,,2,
AgOr30,2-propylphenol,,0,
AgOr31,2-propylphenol,,-3,
AgOr32,2-propylphenol,,1,
AgOr33,2-propylphenol,,-1,
AgOr35,2-propylphenol,,3,
AgOr38,2-propylphenol,,39,
AgOr39,2-propylphenol,,17,
AgOr41,2-propylphenol,,-4,
AgOr42,2-propylphenol,,-7,
AgOr43,2-propylphenol,,-2,
AgOr44,2-propylphenol,,-13,
AgOr45,2-propylphenol,,-12,
AgOr46,2-propylphenol,,16,
AgOr48,2-propylphenol,,1,
AgOr50,2-propylphenol,,42,
AgOr53,2-propylphenol,,1,
AgOr54,2-propylphenol,,-5,
AgOr56,2-propylphenol,,1,
AgOr57,2-propylphenol,,5,
AgOr59,2-propylphenol,,4,
AgOr61,2-propylphenol,,-1,
AgOr63,2-propylphenol,,-3,
AgOr64,2-propylphenol,,0,
AgOr65,2-propylphenol,,60,
AgOr66,2-propylphenol,,1,
AgOr67,2-propylphenol,,-4,
AgOr73,2-propylphenol,,1,
AgOr75,2-propylphenol,,-1,
AgOr76,2-propylphenol,,3,
AgOr1,methyl-salicylate,,-9,
AgOr2,methyl-salicylate,,1,
AgOr3,methyl-salicylate,,-11,
AgOr4,methyl-salicylate,,44,
AgOr5,methyl-salicylate,,-2,
AgOr6,methyl-salicylate,,40,
AgOr8,methyl-salicylate,,-9,
AgOr9,methyl-salicylate,,51,
AgOr10,methyl-salicylate,,39,
AgOr11,methyl-salicylate,,18,
AgOr12,methyl-salicylate,,-9,
AgOr13,methyl-salicylate,,51,
AgOr15,methyl-salicylate,,130,
AgOr16,methyl-salicylate,,1,
AgOr18,methyl-salicylate,,19,
AgOr20,methyl-salicylate,,8,
AgOr21,methyl-salicylate,,-1,
AgOr23,methyl-salicylate,,4,
AgOr25,methyl-salicylate,,-15,
AgOr26,methyl-salicylate,,0,
AgOr27,methyl-salicylate,,-1,
AgOr30,methyl-salicylate,,10,
AgOr31,methyl-salicylate,,-2,
AgOr32,methyl-salicylate,,8,
AgOr33,methyl-salicylate,,-13,
AgOr35,methyl-salicylate,,-8,
AgOr38,methyl-salicylate,,50,
AgOr39,methyl-salicylate,,49,
AgOr41,methyl-salicylate,,-9,
AgOr42,methyl-salicylate,,-12,
AgOr43,methyl-salicylate,,-10,
AgOr44,methyl-salicylate,,-12,
AgOr45,methyl-salicylate,,-17,
AgOr46,methyl-salicylate,,24,
AgOr48,methyl-salicylate,,-2,
AgOr50,methyl-salicylate,,-5,
AgOr53,methyl-salicylate,,2,
AgOr54,methyl-salicylate,,-20,
AgOr56,methyl-salicylate,,11,
AgOr57,methyl-salicylate,,61,
AgOr59,methyl-salicylate,,-4,
AgOr61,methyl-salicylate,,1,
AgOr63,methyl-salicylate,,3,
AgOr64,methyl-salicylate,,-3,
AgOr65,methyl-salicylate,,2,
AgOr66,methyl-salicylate,,-5,
AgOr67,methyl-salicylate,,-5,
AgOr73,methyl-salicylate,,-2,
AgOr75,methyl-salicylate,,20,
AgOr76,methyl-salicylate,,-4,
AgOr1,methyl-2-methyl-benzoate,,-9,
AgOr2,methyl-2-methyl-benzoate,,0,
AgOr3,methyl-2-methyl-benzoate,,-8,
AgOr4,methyl-2-methyl-benzoate,,1,
AgOr5,methyl-2-methyl-benzoate,,-1,
AgOr6,methyl-2-methyl-benzoate,,17,
AgOr8,methyl-2-methyl-benzoate,,-2,
AgOr9,methyl-2-methyl-benzoate,,113,
AgOr10,methyl-2-methyl-benzoate,,9,
AgOr11,methyl-2-methyl-benzoate,,41,
AgOr12,methyl-2-methyl-benzoate,,-13,
AgOr13,methyl-2-methyl-benzoate,,87,
AgOr15,methyl-2-methyl-benzoate,,185,
AgOr16,methyl-2-methyl-benzoate,,4,
AgOr18,methyl-2-methyl-benzoate,,112,
AgOr20,methyl-2-methyl-benzoate,,22,
AgOr21,methyl-2-methyl-benzoate,,17,
AgOr23,methyl-2-methyl-benzoate,,0,
AgOr25,methyl-2-methyl-benzoate,,-9,
AgOr26,methyl-2-methyl-benzoate,,3,
AgOr27,methyl-2-methyl-benzoate,,-3,
AgOr30,methyl-2-methyl-benzoate,,2,
AgOr31,methyl-2-methyl-benzoate,,-2,
AgOr32,methyl-2-methyl-benzoate,,19,
AgOr33,methyl-2-methyl-benzoate,,-9,
AgOr35,methyl-2-methyl-benzoate,,-5,
AgOr38,methyl-2-methyl-benzoate,,-1,
AgOr39,methyl-2-methyl-benzoate,,-1,
AgOr41,methyl-2-methyl-benzoate,,-6,
AgOr42,methyl-2-methyl-benzoate,,-8,
AgOr43,methyl-2-methyl-benzoate,,-8,
AgOr44,methyl-2-methyl-benzoate,,-21,
AgOr45,methyl-2-methyl-benzoate,,-10,
AgOr46,methyl-2-methyl-benzoate,,12,
AgOr48,methyl-2-methyl-benzoate,,-1,
AgOr50,methyl-2-methyl-benzoate,,9,
AgOr53,methyl-2-methyl-benzoate,,4,
AgOr54,methyl-2-methyl-benzoate,,-1,
AgOr56,methyl-2-methyl-benzoate,,18,
AgOr57,methyl-2-methyl-benzoate,,71,
AgOr59,methyl-2-methyl-benzoate,,0,
AgOr61,methyl-2-methyl-benzoate,,-1,
AgOr63,methyl-2-methyl-benzoate,,0,
AgOr64,methyl-2-methyl-benzoate,,-5,
AgOr65,methyl-2-methyl-benzoate,,1,
AgOr66,methyl-2-methyl-benzoate,,-7,
AgOr67,methyl-2-methyl-benzoate,,-1,
AgOr73,methyl-2-methyl-benzoate,,-2,
AgOr75,methyl-2-methyl-benzoate,,29,
AgOr76,methyl-2-methyl-benzoate,,-4,
AgOr1,2-ethyl-toluene,,-8,
AgOr2,2-ethyl-toluene,,5,
AgOr3,2-ethyl-toluene,,-3,
AgOr4,2-ethyl-toluene,,-2,
AgOr5,2-ethyl-toluene,,-4,
AgOr6,2-ethyl-toluene,,8,
AgOr8,2-ethyl-toluene,,-1,
AgOr9,2-ethyl-toluene,,1,
AgOr10,2-ethyl-toluene,,31,
AgOr11,2-ethyl-toluene,,124,
AgOr12,2-ethyl-toluene,,227,
AgOr13,2-ethyl-toluene,,27,
AgOr15,2-ethyl-toluene,,40,
AgOr16,2-ethyl-toluene,,8,
AgOr18,2-ethyl-toluene,,44,
AgOr20,2-ethyl-toluene,,102,
AgOr21,2-ethyl-toluene,,70,
AgOr23,2-ethyl-toluene,,-1,
AgOr25,2-ethyl-toluene,,-5,
AgOr26,2-ethyl-toluene,,4,
AgOr27,2-ethyl-toluene,,0,
AgOr30,2-ethyl-toluene,,1,
AgOr31,2-ethyl-toluene,,0,
AgOr32,2-ethyl-toluene,,-3,
AgOr33,2-ethyl-toluene,,-10,
AgOr35,2-ethyl-toluene,,-10,
AgOr38,2-ethyl-toluene,,34,
AgOr39,2-ethyl-toluene,,4,
AgOr41,2-ethyl-toluene,,-11,
AgOr42,2-ethyl-toluene,,-8,
AgOr43,2-ethyl-toluene,,-8,
AgOr44,2-ethyl-toluene,,-9,
AgOr45,2-ethyl-toluene,,-10,
AgOr46,2-ethyl-toluene,,17,
AgOr48,2-ethyl-toluene,,-3,
AgOr50,2-ethyl-toluene,,101,
AgOr53,2-ethyl-toluene,,-5,
AgOr54,2-ethyl-toluene,,-7,
AgOr56,2-ethyl-toluene,,14,
AgOr57,2-ethyl-toluene,,61,
AgOr59,2-ethyl-toluene,,0,
AgOr61,2-ethyl-toluene,,-3,
AgOr63,2-ethyl-toluene,,3,
AgOr64,2-ethyl-toluene,,-8,
AgOr65,2-ethyl-toluene,,-1,
AgOr66,2-ethyl-toluene,,-1,
AgOr67,2-ethyl-toluene,,-9,
AgOr73,2-ethyl-toluene,,-3,
AgOr75,2-ethyl-toluene,,6,
AgOr76,2-ethyl-toluene,,-3,
AgOr1,indole,,-5,
AgOr2,indole,,254,
AgOr3,indole,,2,
AgOr4,indole,,4,
AgOr5,indole,,3,
AgOr6,indole,,20,
AgOr8,indole,,6,
AgOr9,indole,,-1,
AgOr10,indole,,247,
AgOr11,indole,,21,
AgOr12,indole,,74,
AgOr13,indole,,41,
AgOr15,indole,,31,
AgOr16,indole,,1,
AgOr18,indole,,15,
AgOr20,indole,,78,
AgOr21,indole,,29,
AgOr23,indole,,-1,
AgOr25,indole,,-6,
AgOr26,indole,,1,
AgOr27,indole,,-2,
AgOr30,indole,,1,
AgOr31,indole,,0,
AgOr32,indole,,2,
AgOr33,indole,,-5,
AgOr35,indole,,0,
AgOr38,indole,,47,
AgOr39,indole,,28,
AgOr41,indole,,-6,
AgOr42,indole,,-1,
AgOr43,indole,,-5,
AgOr44,indole,,-3,
AgOr45,indole,,-8,
AgOr46,indole,,-1,
AgOr48,indole,,-3,
AgOr50,indole,,13,
AgOr53,indole,,-1,
AgOr54,indole,,-6,
AgOr56,indole,,0,
AgOr57,indole,,17,
AgOr59,indole,,-1,
AgOr61,indole,,0,
AgOr63,indole,,-1,
AgOr64,indole,,-2,
AgOr65,indole,,1,
AgOr66,indole,,0,
AgOr67,indole,,1,
AgOr73,indole,,-4,
AgOr75,indole,,0,
AgOr76,indole,,0,
AgOr1,3-methylindole,,1,
AgOr2,3-methylindole,,111,
AgOr3,3-methylindole,,2,
AgOr4,3-methylindole,,-1,
AgOr5,3-methylindole,,-1,
AgOr6,3-methylindole,,7,
AgOr8,3-methylindole,,-2,
AgOr9,3-methylindole,,1,
AgOr10,3-methylindole,,244,
AgOr11,3-methylindole,,30,
AgOr12,3-methylindole,,18,
AgOr13,3-methylindole,,11,
AgOr15,3-methylindole,,99,
AgOr16,3-methylindole,,4,
AgOr18,3-methylindole,,18,
AgOr20,3-methylindole,,30,
AgOr21,3-methylindole,,0,
AgOr23,3-methylindole,,1,
AgOr25,3-methylindole,,-2,
AgOr26,3-methylindole,,1,
AgOr27,3-methylindole,,6,
AgOr30,3-methylindole,,1,
AgOr31,3-methylindole,,-1,
AgOr32,3-methylindole,,1,
AgOr33,3-methylindole,,-1,
AgOr35,3-methylindole,,4,
AgOr38,3-methylindole,,2,
AgOr39,3-methylindole,,1,
AgOr41,3-methylindole,,-4,
AgOr42,3-methylindole,,-2,
AgOr43,3-methylindole,,2,
AgOr44,3-methylindole,,-5,
AgOr45,3-methylindole,,0,
AgOr46,3-methylindole,,6,
AgOr48,3-methylindole,,0,
AgOr50,3-methylindole,,0,
AgOr53,3-methylindole,,5,
AgOr54,3-methylindole,,-5,
AgOr56,3-methylindole,,-2,
AgOr57,3-methylindole,,4,
AgOr59,3-methylindole,,-4,
AgOr61,3-methylindole,,-1,
AgOr63,3-methylindole,,-2,
AgOr64,3-methylindole,,4,
AgOr65,3-methylindole,,3,
AgOr66,3-methylindole,,0,
AgOr67,3-methylindole,,-5,
AgOr73,3-methylindole,,-2,
AgOr75,3-methylindole,,-1,
AgOr76,3-methylindole,,2,
AgOr1,2-acetylthiophene,,17,
AgOr2,2-acetylthiophene,,39,
AgOr3,2-acetylthiophene,,-7,
AgOr4,2-acetylthiophene,,36,
AgOr5,2-acetylthiophene,,6,
AgOr6,2-acetylthiophene,,236,
AgOr8,2-acetylthiophene,,-8,
AgOr9,2-acetylthiophene,,40,
AgOr10,2-acetylthiophene,,60,
AgOr11,2-acetylthiophene,,102,
AgOr12,2-acetylthiophene,,179,
AgOr13,2-acetylthiophene,,165,
AgOr15,2-acetylthiophene,,233,
AgOr16,2-acetylthiophene,,31,
AgOr18,2-acetylthiophene,,169,
AgOr20,2-acetylthiophene,,104,
AgOr21,2-acetylthiophene,,142,
AgOr23,2-acetylthiophene,,-2,
AgOr25,2-acetylthiophene,,6,
AgOr26,2-acetylthiophene,,19,
AgOr27,2-acetylthiophene,,18,
AgOr30,2-acetylthiophene,,64,
AgOr31,2-acetylthiophene,,-1,
AgOr32,2-acetylthiophene,,0,
AgOr33,2-acetylthiophene,,-13,
AgOr35,2-acetylthiophene,,-4,
AgOr38,2-acetylthiophene,,192,
AgOr39,2-acetylthiophene,,32,
AgOr41,2-acetylthiophene,,-7,
AgOr42,2-acetylthiophene,,-12,
AgOr43,2-acetylthiophene,,-14,
AgOr44,2-acetylthiophene,,-31,
AgOr45,2-acetylthiophene,,-12,
AgOr46,2-acetylthiophene,,61,
AgOr48,2-acetylthiophene,,3,
AgOr50,2-acetylthiophene,,69,
AgOr53,2-acetylthiophene,,20,
AgOr54,2-acetylthiophene,,-5,
AgOr56,2-acetylthiophene,,84,
AgOr57,2-acetylthiophene,,182,
AgOr59,2-acetylthiophene,,-4,
AgOr61,2-acetylthiophene,,9,
AgOr63,2-acetylthiophene,,5,
AgOr64,2-acetylthiophene,,-11,
AgOr65,2-acetylthiophene,,-2,
AgOr66,2-acetylthiophene,,-2,
AgOr67,2-acetylthiophene,,-4,
AgOr73,2-acetylthiophene,,-1,
AgOr75,2-acetylthiophene,,-1,
AgOr76,2-acetylthiophene,,-7,
AgOr1,thiazole,,6,
AgOr2,thiazole,,26,
AgOr3,thiazole,,-5,
AgOr4,thiazole,,36,
AgOr5,thiazole,,53,
AgOr6,thiazole,,25,
AgOr8,thiazole,,-10,
AgOr9,thiazole,,30,
AgOr10,thiazole,,14,
AgOr11,thiazole,,23,
AgOr12,thiazole,,67,
AgOr13,thiazole,,72,
AgOr15,thiazole,,36,
AgOr16,thiazole,,1,
AgOr18,thiazole,,104,
AgOr20,thiazole,,46,
AgOr21,thiazole,,60,
AgOr23,thiazole,,0,
AgOr25,thiazole,,-7,
AgOr26,thiazole,,4,
AgOr27,thiazole,,55,
AgOr30,thiazole,,14,
AgOr31,thiazole,,0,
AgOr32,thiazole,,-11,
AgOr33,thiazole,,-22,
AgOr35,thiazole,,-12,
AgOr38,thiazole,,202,
AgOr39,thiazole,,21,
AgOr41,thiazole,,-14,
AgOr42,thiazole,,-7,
AgOr43,thiazole,,-25,
AgOr44,thiazole,,-24,
AgOr45,thiazole,,-1,
AgOr46,thiazole,,40,
AgOr48,thiazole,,19,
AgOr50,thiazole,,6,
AgOr53,thiazole,,62,
AgOr54,thiazole,,-10,
AgOr56,thiazole,,161,
AgOr57,thiazole,,131,
AgOr59,thiazole,,-10,
AgOr61,thiazole,,10,
AgOr63,thiazole,,0,
AgOr64,thiazole,,-4,
AgOr65,thiazole,,-1,
AgOr66,thiazole,,-4,
AgOr67,thiazole,,-4,
AgOr73,thiazole,,-4,
AgOr75,thiazole,,-7,
AgOr76,thiazole,,-14,
AgOr1,4-methylthiazole,,4,
AgOr2,4-methylthiazole,,42,
AgOr3,4-methylthiazole,,-3,
AgOr4,4-methylthiazole,,31,
AgOr5,4-methylthiazole,,23,
AgOr6,4-methylthiazole,,61,
AgOr8,4-methylthiazole,,-12,
AgOr9,4-methylthiazole,,75,
AgOr10,4-methylthiazole,,58,
AgOr11,4-methylthiazole,,46,
AgOr12,4-methylthiazole,,180,
AgOr13,4-methylthiazole,,84,
AgOr15,4-methylthiazole,,96,
AgOr16,4-methylthiazole,,7,
AgOr18,4-methylthiazole,,225,
AgOr20,4-methylthiazole,,107,
