RECEPTOR,odorant,SMILES,output,Protein sequence
AgOr57,7-octenoic-acid,,7,
AgOr59,7-octenoic-acid,,0,
AgOr61,7-octenoic-acid,,1,
AgOr63,7-octenoic-acid,,-2,
AgOr64,7-octenoic-acid,,2,
AgOr65,7-octenoic-acid,,-2,
AgOr66,7-octenoic-acid,,1,
AgOr67,7-octenoic-acid,,4,
AgOr73,7-octenoic-acid,,3,
AgOr75,7-octenoic-acid,,0,
AgOr76,7-octenoic-acid,,1,
AgOr1,cis-9-octadecenoic-acid,,-3,
AgOr2,cis-9-octadecenoic-acid,,2,
AgOr3,cis-9-octadecenoic-acid,,1,
AgOr4,cis-9-octadecenoic-acid,,-2,
AgOr5,cis-9-octadecenoic-acid,,5,
AgOr6,cis-9-octadecenoic-acid,,1,
AgOr8,cis-9-octadecenoic-acid,,9,
AgOr9,cis-9-octadecenoic-acid,,4,
AgOr10,cis-9-octadecenoic-acid,,0,
AgOr11,cis-9-octadecenoic-acid,,-3,
AgOr12,cis-9-octadecenoic-acid,,2,
AgOr13,cis-9-octadecenoic-acid,,-1,
AgOr15,cis-9-octadecenoic-acid,,-2,
AgOr16,cis-9-octadecenoic-acid,,0,
AgOr18,cis-9-octadecenoic-acid,,7,
AgOr20,cis-9-octadecenoic-acid,,-2,
AgOr21,cis-9-octadecenoic-acid,,-1,
AgOr23,cis-9-octadecenoic-acid,,1,
AgOr25,cis-9-octadecenoic-acid,,-6,
AgOr26,cis-9-octadecenoic-acid,,2,
AgOr27,cis-9-octadecenoic-acid,,-1,
AgOr30,cis-9-octadecenoic-acid,,1,
AgOr31,cis-9-octadecenoic-acid,,-2,
AgOr32,cis-9-octadecenoic-acid,,5,
AgOr33,cis-9-octadecenoic-acid,,-9,
AgOr35,cis-9-octadecenoic-acid,,-4,
AgOr38,cis-9-octadecenoic-acid,,0,
AgOr39,cis-9-octadecenoic-acid,,1,
AgOr41,cis-9-octadecenoic-acid,,-2,
AgOr42,cis-9-octadecenoic-acid,,1,
AgOr43,cis-9-octadecenoic-acid,,1,
AgOr44,cis-9-octadecenoic-acid,,1,
AgOr45,cis-9-octadecenoic-acid,,-4,
AgOr46,cis-9-octadecenoic-acid,,6,
AgOr48,cis-9-octadecenoic-acid,,-4,
AgOr50,cis-9-octadecenoic-acid,,0,
AgOr53,cis-9-octadecenoic-acid,,2,
AgOr54,cis-9-octadecenoic-acid,,-4,
AgOr56,cis-9-octadecenoic-acid,,-4,
AgOr57,cis-9-octadecenoic-acid,,0,
AgOr59,cis-9-octadecenoic-acid,,0,
AgOr61,cis-9-octadecenoic-acid,,1,
AgOr63,cis-9-octadecenoic-acid,,0,
AgOr64,cis-9-octadecenoic-acid,,-1,
AgOr65,cis-9-octadecenoic-acid,,-3,
AgOr66,cis-9-octadecenoic-acid,,-2,
AgOr67,cis-9-octadecenoic-acid,,-1,
AgOr73,cis-9-octadecenoic-acid,,3,
AgOr75,cis-9-octadecenoic-acid,,-3,
AgOr76,cis-9-octadecenoic-acid,,-2,
AgOr1,dimethylsulfide,,-19,
AgOr2,dimethylsulfide,,6,
AgOr3,dimethylsulfide,,-4,
AgOr4,dimethylsulfide,,35,
AgOr5,dimethylsulfide,,-7,
AgOr6,dimethylsulfide,,0,
AgOr8,dimethylsulfide,,-1,
AgOr9,dimethylsulfide,,10,
AgOr10,dimethylsulfide,,1,
AgOr11,dimethylsulfide,,31,
AgOr12,dimethylsulfide,,91,
AgOr13,dimethylsulfide,,-9,
AgOr15,dimethylsulfide,,18,
AgOr16,dimethylsulfide,,0,
AgOr18,dimethylsulfide,,20,
AgOr20,dimethylsulfide,,8,
AgOr21,dimethylsulfide,,27,
AgOr23,dimethylsulfide,,-3,
AgOr25,dimethylsulfide,,-13,
AgOr26,dimethylsulfide,,3,
AgOr27,dimethylsulfide,,12,
AgOr30,dimethylsulfide,,9,
AgOr31,dimethylsulfide,,28,
AgOr32,dimethylsulfide,,14,
AgOr33,dimethylsulfide,,-15,
AgOr35,dimethylsulfide,,-20,
AgOr38,dimethylsulfide,,31,
AgOr39,dimethylsulfide,,27,
AgOr41,dimethylsulfide,,-14,
AgOr42,dimethylsulfide,,-8,
AgOr43,dimethylsulfide,,-25,
AgOr44,dimethylsulfide,,-8,
AgOr45,dimethylsulfide,,-16,
AgOr46,dimethylsulfide,,6,
AgOr48,dimethylsulfide,,-4,
AgOr50,dimethylsulfide,,30,
AgOr53,dimethylsulfide,,22,
AgOr54,dimethylsulfide,,-26,
AgOr56,dimethylsulfide,,32,
AgOr57,dimethylsulfide,,175,
AgOr59,dimethylsulfide,,-4,
AgOr61,dimethylsulfide,,-1,
AgOr63,dimethylsulfide,,-5,
AgOr64,dimethylsulfide,,-6,
AgOr65,dimethylsulfide,,-4,
AgOr66,dimethylsulfide,,-14,
AgOr67,dimethylsulfide,,-9,
AgOr73,dimethylsulfide,,-2,
AgOr75,dimethylsulfide,,6,
AgOr76,dimethylsulfide,,-7,
AgOr1,(-)-carvone,,-5,
AgOr2,(-)-carvone,,-2,
AgOr3,(-)-carvone,,-2,
AgOr4,(-)-carvone,,11,
AgOr5,(-)-carvone,,2,
AgOr6,(-)-carvone,,-3,
AgOr8,(-)-carvone,,-4,
AgOr9,(-)-carvone,,2,
AgOr10,(-)-carvone,,2,
AgOr11,(-)-carvone,,4,
AgOr12,(-)-carvone,,-9,
AgOr13,(-)-carvone,,-3,
AgOr15,(-)-carvone,,-5,
AgOr16,(-)-carvone,,1,
AgOr18,(-)-carvone,,61,
AgOr20,(-)-carvone,,4,
AgOr21,(-)-carvone,,66,
AgOr23,(-)-carvone,,0,
AgOr25,(-)-carvone,,-4,
AgOr26,(-)-carvone,,3,
AgOr27,(-)-carvone,,28,
AgOr30,(-)-carvone,,4,
AgOr31,(-)-carvone,,18,
AgOr32,(-)-carvone,,2,
AgOr33,(-)-carvone,,-6,
AgOr35,(-)-carvone,,2,
AgOr38,(-)-carvone,,1,
AgOr39,(-)-carvone,,-4,
AgOr41,(-)-carvone,,-8,
AgOr42,(-)-carvone,,-7,
AgOr43,(-)-carvone,,-6,
AgOr44,(-)-carvone,,-22,
AgOr45,(-)-carvone,,-6,
AgOr46,(-)-carvone,,13,
AgOr48,(-)-carvone,,79,
AgOr50,(-)-carvone,,34,
AgOr53,(-)-carvone,,-4,
AgOr54,(-)-carvone,,-2,
AgOr56,(-)-carvone,,8,
AgOr57,(-)-carvone,,53,
AgOr59,(-)-carvone,,1,
AgOr61,(-)-carvone,,2,
AgOr63,(-)-carvone,,4,
AgOr64,(-)-carvone,,5,
AgOr65,(-)-carvone,,4,
AgOr66,(-)-carvone,,-1,
AgOr67,(-)-carvone,,-3,
AgOr73,(-)-carvone,,-3,
AgOr75,(-)-carvone,,34,
AgOr76,(-)-carvone,,2,
AgOr1,(+)-carvone,,-2,
AgOr2,(+)-carvone,,-1,
AgOr3,(+)-carvone,,6,
AgOr4,(+)-carvone,,0,
AgOr5,(+)-carvone,,2,
AgOr6,(+)-carvone,,3,
AgOr8,(+)-carvone,,-1,
AgOr9,(+)-carvone,,3,
AgOr10,(+)-carvone,,6,
AgOr11,(+)-carvone,,7,
AgOr12,(+)-carvone,,-13,
AgOr13,(+)-carvone,,-3,
AgOr15,(+)-carvone,,-2,
AgOr16,(+)-carvone,,-1,
AgOr18,(+)-carvone,,41,
AgOr20,(+)-carvone,,-4,
AgOr21,(+)-carvone,,25,
AgOr23,(+)-carvone,,-1,
AgOr25,(+)-carvone,,-9,
AgOr26,(+)-carvone,,6,
AgOr27,(+)-carvone,,49,
AgOr30,(+)-carvone,,4,
AgOr31,(+)-carvone,,1,
AgOr32,(+)-carvone,,3,
AgOr33,(+)-carvone,,-2,
AgOr35,(+)-carvone,,2,
AgOr38,(+)-carvone,,18,
AgOr39,(+)-carvone,,-5,
AgOr41,(+)-carvone,,-3,
AgOr42,(+)-carvone,,-4,
AgOr43,(+)-carvone,,-6,
AgOr44,(+)-carvone,,-10,
AgOr45,(+)-carvone,,-7,
AgOr46,(+)-carvone,,31,
AgOr48,(+)-carvone,,-2,
AgOr50,(+)-carvone,,15,
AgOr53,(+)-carvone,,-2,
AgOr54,(+)-carvone,,-8,
AgOr56,(+)-carvone,,18,
AgOr57,(+)-carvone,,45,
AgOr59,(+)-carvone,,5,
AgOr61,(+)-carvone,,4,
AgOr63,(+)-carvone,,9,
AgOr64,(+)-carvone,,6,
AgOr65,(+)-carvone,,2,
AgOr66,(+)-carvone,,-2,
AgOr67,(+)-carvone,,-2,
AgOr73,(+)-carvone,,-6,
AgOr75,(+)-carvone,,36,
AgOr76,(+)-carvone,,-5,
AgOr1,(-)-fenchone ,,-12,
AgOr2,(-)-fenchone ,,12,
AgOr3,(-)-fenchone ,,-3,
AgOr4,(-)-fenchone ,,14,
AgOr5,(-)-fenchone ,,-6,
AgOr6,(-)-fenchone ,,1,
AgOr8,(-)-fenchone ,,-4,
AgOr9,(-)-fenchone ,,1,
AgOr10,(-)-fenchone ,,0,
AgOr11,(-)-fenchone ,,56,
AgOr12,(-)-fenchone ,,12,
AgOr13,(-)-fenchone ,,-10,
AgOr15,(-)-fenchone ,,-3,
AgOr16,(-)-fenchone ,,6,
AgOr18,(-)-fenchone ,,11,
AgOr20,(-)-fenchone ,,88,
AgOr21,(-)-fenchone ,,102,
AgOr23,(-)-fenchone ,,1,
AgOr25,(-)-fenchone ,,-5,
AgOr26,(-)-fenchone ,,63,
AgOr27,(-)-fenchone ,,113,
AgOr30,(-)-fenchone ,,-5,
AgOr31,(-)-fenchone ,,0,
AgOr32,(-)-fenchone ,,-1,
AgOr33,(-)-fenchone ,,-9,
AgOr35,(-)-fenchone ,,-2,
AgOr38,(-)-fenchone ,,-8,
AgOr39,(-)-fenchone ,,-1,
AgOr41,(-)-fenchone ,,-6,
AgOr42,(-)-fenchone ,,-4,
AgOr43,(-)-fenchone ,,-4,
AgOr44,(-)-fenchone ,,20,
AgOr45,(-)-fenchone ,,-9,
AgOr46,(-)-fenchone ,,49,
AgOr48,(-)-fenchone ,,6,
AgOr50,(-)-fenchone ,,142,
AgOr53,(-)-fenchone ,,-7,
AgOr54,(-)-fenchone ,,-5,
AgOr56,(-)-fenchone ,,109,
AgOr57,(-)-fenchone ,,94,
AgOr59,(-)-fenchone ,,-1,
AgOr61,(-)-fenchone ,,3,
AgOr63,(-)-fenchone ,,25,
AgOr64,(-)-fenchone ,,34,
AgOr65,(-)-fenchone ,,-3,
AgOr66,(-)-fenchone ,,14,
AgOr67,(-)-fenchone ,,0,
AgOr73,(-)-fenchone ,,-5,
AgOr75,(-)-fenchone ,,28,
AgOr76,(-)-fenchone ,,-5,
AgOr1,(+)-fenchone,,-6,
AgOr2,(+)-fenchone,,1,
AgOr3,(+)-fenchone,,-2,
AgOr4,(+)-fenchone,,19,
AgOr5,(+)-fenchone,,-6,
AgOr6,(+)-fenchone,,0,
AgOr8,(+)-fenchone,,-7,
AgOr9,(+)-fenchone,,2,
AgOr10,(+)-fenchone,,0,
AgOr11,(+)-fenchone,,70,
AgOr12,(+)-fenchone,,11,
AgOr13,(+)-fenchone,,-13,
AgOr15,(+)-fenchone,,-5,
AgOr16,(+)-fenchone,,8,
AgOr18,(+)-fenchone,,0,
AgOr20,(+)-fenchone,,139,
AgOr21,(+)-fenchone,,122,
AgOr23,(+)-fenchone,,-1,
AgOr25,(+)-fenchone,,-2,
AgOr26,(+)-fenchone,,63,
AgOr27,(+)-fenchone,,134,
AgOr30,(+)-fenchone,,0,
AgOr31,(+)-fenchone,,0,
AgOr32,(+)-fenchone,,-2,
AgOr33,(+)-fenchone,,-9,
AgOr35,(+)-fenchone,,-3,
AgOr38,(+)-fenchone,,-5,
AgOr39,(+)-fenchone,,0,
AgOr41,(+)-fenchone,,-5,
AgOr42,(+)-fenchone,,-4,
AgOr43,(+)-fenchone,,0,
AgOr44,(+)-fenchone,,-6,
AgOr45,(+)-fenchone,,-4,
AgOr46,(+)-fenchone,,97,
AgOr48,(+)-fenchone,,6,
AgOr50,(+)-fenchone,,155,
AgOr53,(+)-fenchone,,5,
AgOr54,(+)-fenchone,,-9,
AgOr56,(+)-fenchone,,106,
AgOr57,(+)-fenchone,,90,
AgOr59,(+)-fenchone,,0,
AgOr61,(+)-fenchone,,3,
AgOr63,(+)-fenchone,,22,
AgOr64,(+)-fenchone,,51,
AgOr65,(+)-fenchone,,0,
AgOr66,(+)-fenchone,,14,
AgOr67,(+)-fenchone,,1,
AgOr73,(+)-fenchone,,-1,
AgOr75,(+)-fenchone,,20,
AgOr76,(+)-fenchone,,-8,
AgOr1,citronellal,,-2,
AgOr2,citronellal,,3,
AgOr3,citronellal,,-1,
AgOr4,citronellal,,21,
AgOr5,citronellal,,-6,
AgOr6,citronellal,,0,
AgOr8,citronellal,,-2,
AgOr9,citronellal,,6,
AgOr10,citronellal,,2,
AgOr11,citronellal,,0,
AgOr12,citronellal,,-8,
AgOr13,citronellal,,-4,
AgOr15,citronellal,,-8,
AgOr16,citronellal,,0,
AgOr18,citronellal,,9,
AgOr20,citronellal,,15,
AgOr21,citronellal,,0,
AgOr23,citronellal,,-1,
AgOr25,citronellal,,-17,
AgOr26,citronellal,,11,
AgOr27,citronellal,,13,
AgOr30,citronellal,,219,
AgOr31,citronellal,,48,
AgOr32,citronellal,,36,
AgOr33,citronellal,,-6,
AgOr35,citronellal,,13,
AgOr38,citronellal,,7,
AgOr39,citronellal,,4,
AgOr41,citronellal,,-7,
AgOr42,citronellal,,-7,
AgOr43,citronellal,,-3,
AgOr44,citronellal,,-6,
AgOr45,citronellal,,-12,
AgOr46,citronellal,,35,
AgOr48,citronellal,,53,
AgOr50,citronellal,,82,
AgOr53,citronellal,,31,
AgOr54,citronellal,,-2,
AgOr56,citronellal,,10,
AgOr57,citronellal,,42,
AgOr59,citronellal,,9,
AgOr61,citronellal,,3,
AgOr63,citronellal,,22,
AgOr64,citronellal,,2,
AgOr65,citronellal,,4,
AgOr66,citronellal,,3,
AgOr67,citronellal,,-8,
AgOr73,citronellal,,-6,
AgOr75,citronellal,,92,
AgOr76,citronellal,,15,
AgOr1,geraniol,,1,
AgOr2,geraniol,,2,
AgOr3,geraniol,,3,
AgOr4,geraniol,,1,
AgOr5,geraniol,,-2,
AgOr6,geraniol,,0,
AgOr8,geraniol,,-1,
AgOr9,geraniol,,-1,
AgOr10,geraniol,,2,
AgOr11,geraniol,,-3,
AgOr12,geraniol,,1,
AgOr13,geraniol,,-2,
AgOr15,geraniol,,-2,
AgOr16,geraniol,,1,
AgOr18,geraniol,,-3,
AgOr20,geraniol,,12,
AgOr21,geraniol,,3,
AgOr23,geraniol,,0,
AgOr25,geraniol,,1,
AgOr26,geraniol,,5,
AgOr27,geraniol,,-2,
AgOr30,geraniol,,10,
AgOr31,geraniol,,4,
AgOr32,geraniol,,3,
AgOr33,geraniol,,2,
AgOr35,geraniol,,6,
AgOr38,geraniol,,-2,
AgOr39,geraniol,,4,
AgOr41,geraniol,,0,
AgOr42,geraniol,,-2,
AgOr43,geraniol,,0,
AgOr44,geraniol,,9,
AgOr45,geraniol,,-1,
AgOr46,geraniol,,8,
AgOr48,geraniol,,3,
AgOr50,geraniol,,6,
AgOr53,geraniol,,3,
AgOr54,geraniol,,-5,
AgOr56,geraniol,,4,
AgOr57,geraniol,,7,
AgOr59,geraniol,,0,
AgOr61,geraniol,,-2,
AgOr63,geraniol,,2,
AgOr64,geraniol,,2,
AgOr65,geraniol,,0,
AgOr66,geraniol,,1,
AgOr67,geraniol,,-4,
AgOr73,geraniol,,-1,
AgOr75,geraniol,,4,
AgOr76,geraniol,,-2,
AgOr1,linalool-oxide,,-4,
AgOr2,linalool-oxide,,1,
AgOr3,linalool-oxide,,5,
AgOr4,linalool-oxide,,20,
AgOr5,linalool-oxide,,-2,
AgOr6,linalool-oxide,,2,
AgOr8,linalool-oxide,,1,
AgOr9,linalool-oxide,,-3,
AgOr10,linalool-oxide,,-3,
AgOr11,linalool-oxide,,-5,
AgOr12,linalool-oxide,,64,
AgOr13,linalool-oxide,,-4,
AgOr15,linalool-oxide,,-5,
AgOr16,linalool-oxide,,0,
AgOr18,linalool-oxide,,15,
AgOr20,linalool-oxide,,236,
AgOr21,linalool-oxide,,62,
AgOr23,linalool-oxide,,-1,
AgOr25,linalool-oxide,,-9,
AgOr26,linalool-oxide,,50,
AgOr27,linalool-oxide,,46,
AgOr30,linalool-oxide,,32,
AgOr31,linalool-oxide,,11,
AgOr32,linalool-oxide,,64,
AgOr33,linalool-oxide,,-9,
AgOr35,linalool-oxide,,5,
AgOr38,linalool-oxide,,2,
AgOr39,linalool-oxide,,-7,
AgOr41,linalool-oxide,,-7,
AgOr42,linalool-oxide,,-2,
AgOr43,linalool-oxide,,-5,
AgOr44,linalool-oxide,,2,
AgOr45,linalool-oxide,,-12,
AgOr46,linalool-oxide,,55,
AgOr48,linalool-oxide,,12,
AgOr50,linalool-oxide,,161,
AgOr53,linalool-oxide,,30,
AgOr54,linalool-oxide,,-10,
AgOr56,linalool-oxide,,28,
AgOr57,linalool-oxide,,35,
AgOr59,linalool-oxide,,10,
AgOr61,linalool-oxide,,6,
AgOr63,linalool-oxide,,21,
AgOr64,linalool-oxide,,15,
AgOr65,linalool-oxide,,2,
AgOr66,linalool-oxide,,0,
AgOr67,linalool-oxide,,-2,
AgOr73,linalool-oxide,,2,
AgOr75,linalool-oxide,,51,
AgOr76,linalool-oxide,,10,
AgOr1,geranyl-acetate,,-10,
AgOr2,geranyl-acetate,,0,
AgOr3,geranyl-acetate,,5,
AgOr4,geranyl-acetate,,-6,
AgOr5,geranyl-acetate,,8,
AgOr6,geranyl-acetate,,-1,
AgOr8,geranyl-acetate,,-1,
AgOr9,geranyl-acetate,,4,
AgOr10,geranyl-acetate,,-4,
AgOr11,geranyl-acetate,,1,
AgOr12,geranyl-acetate,,-4,
AgOr13,geranyl-acetate,,-1,
AgOr15,geranyl-acetate,,-3,
AgOr16,geranyl-acetate,,0,
AgOr18,geranyl-acetate,,-7,
AgOr20,geranyl-acetate,,12,
AgOr21,geranyl-acetate,,-2,
AgOr23,geranyl-acetate,,4,
AgOr25,geranyl-acetate,,-10,
AgOr26,geranyl-acetate,,2,
AgOr27,geranyl-acetate,,2,
AgOr30,geranyl-acetate,,5,
AgOr31,geranyl-acetate,,129,
AgOr32,geranyl-acetate,,43,
AgOr33,geranyl-acetate,,-12,
AgOr35,geranyl-acetate,,64,
AgOr38,geranyl-acetate,,-5,
AgOr39,geranyl-acetate,,-2,
AgOr41,geranyl-acetate,,-11,
AgOr42,geranyl-acetate,,-5,
AgOr43,geranyl-acetate,,-14,
AgOr44,geranyl-acetate,,0,
AgOr45,geranyl-acetate,,-9,
AgOr46,geranyl-acetate,,17,
AgOr48,geranyl-acetate,,-1,
AgOr50,geranyl-acetate,,5,
AgOr53,geranyl-acetate,,4,
AgOr54,geranyl-acetate,,-24,
AgOr56,geranyl-acetate,,10,
AgOr57,geranyl-acetate,,0,
AgOr59,geranyl-acetate,,-2,
AgOr61,geranyl-acetate,,1,
AgOr63,geranyl-acetate,,-1,
AgOr64,geranyl-acetate,,9,
AgOr65,geranyl-acetate,,-1,
AgOr66,geranyl-acetate,,-5,
AgOr67,geranyl-acetate,,-5,
AgOr73,geranyl-acetate,,3,
AgOr75,geranyl-acetate,,-4,
AgOr76,geranyl-acetate,,-3,
AgOr1,hexanal,,-13,
AgOr2,hexanal,,8,
AgOr3,hexanal,,-11,
AgOr4,hexanal,,39,
AgOr5,hexanal,,-4,
AgOr6,hexanal,,8,
AgOr8,hexanal,,-9,
AgOr9,hexanal,,-1,
AgOr10,hexanal,,-5,
AgOr11,hexanal,,19,
AgOr12,hexanal,,-9,
AgOr13,hexanal,,-11,
AgOr15,hexanal,,0,
AgOr16,hexanal,,1,
AgOr18,hexanal,,0,
AgOr20,hexanal,,4,
AgOr21,hexanal,,28,
AgOr23,hexanal,,0,
AgOr25,hexanal,,-16,
AgOr26,hexanal,,24,
AgOr27,hexanal,,3,
AgOr30,hexanal,,6,
AgOr31,hexanal,,0,
AgOr32,hexanal,,-13,
AgOr33,hexanal,,-24,
AgOr35,hexanal,,-32,
AgOr38,hexanal,,86,
AgOr39,hexanal,,52,
AgOr41,hexanal,,-33,
AgOr42,hexanal,,-15,
AgOr43,hexanal,,-22,
AgOr44,hexanal,,-11,
AgOr45,hexanal,,-16,
AgOr46,hexanal,,24,
AgOr48,hexanal,,9,
AgOr50,hexanal,,24,
AgOr53,hexanal,,7,
AgOr54,hexanal,,-36,
AgOr56,hexanal,,32,
AgOr57,hexanal,,27,
AgOr59,hexanal,,-5,
AgOr61,hexanal,,2,
AgOr63,hexanal,,0,
AgOr64,hexanal,,-8,
AgOr65,hexanal,,0,
AgOr66,hexanal,,-17,
AgOr67,hexanal,,-31,
AgOr73,hexanal,,-4,
AgOr75,hexanal,,-23,
AgOr76,hexanal,,-10,
AgOr1,heptanal,,-24,
AgOr2,heptanal,,3,
AgOr3,heptanal,,-15,
AgOr4,heptanal,,88,
AgOr5,heptanal,,-6,
AgOr6,heptanal,,1,
AgOr8,heptanal,,-10,
AgOr9,heptanal,,4,
AgOr10,heptanal,,-6,
AgOr11,heptanal,,18,
AgOr12,heptanal,,-8,
AgOr13,heptanal,,-12,
AgOr15,heptanal,,6,
AgOr16,heptanal,,9,
AgOr18,heptanal,,-1,
AgOr20,heptanal,,-7,
AgOr21,heptanal,,39,
AgOr23,heptanal,,1,
AgOr25,heptanal,,-15,
AgOr26,heptanal,,28,
AgOr27,heptanal,,35,
AgOr30,heptanal,,71,
AgOr31,heptanal,,35,
AgOr32,heptanal,,-16,
AgOr33,heptanal,,-29,
AgOr35,heptanal,,-28,
AgOr38,heptanal,,69,
AgOr39,heptanal,,72,
AgOr41,heptanal,,-29,
AgOr42,heptanal,,-20,
AgOr43,heptanal,,-25,
AgOr44,heptanal,,-9,
AgOr45,heptanal,,-26,
AgOr46,heptanal,,24,
AgOr48,heptanal,,85,
AgOr50,heptanal,,65,
AgOr53,heptanal,,12,
AgOr54,heptanal,,-45,
AgOr56,heptanal,,50,
AgOr57,heptanal,,85,
AgOr59,heptanal,,19,
AgOr61,heptanal,,18,
AgOr63,heptanal,,6,
AgOr64,heptanal,,-15,
AgOr65,heptanal,,-3,
AgOr66,heptanal,,-23,
AgOr67,heptanal,,-25,
AgOr73,heptanal,,8,
AgOr75,heptanal,,74,
AgOr76,heptanal,,-6,
AgOr1,octanal,,-10,
AgOr2,octanal,,-1,
AgOr3,octanal,,-5,
AgOr4,octanal,,28,
AgOr5,octanal,,-4,
AgOr6,octanal,,1,
AgOr8,octanal,,-4,
AgOr9,octanal,,1,
AgOr10,octanal,,-1,
AgOr11,octanal,,2,
AgOr12,octanal,,-6,
AgOr13,octanal,,-5,
AgOr15,octanal,,-2,
AgOr16,octanal,,-1,
AgOr18,octanal,,-4,
AgOr20,octanal,,-4,
AgOr21,octanal,,-1,
AgOr23,octanal,,2,
AgOr25,octanal,,-13,
AgOr26,octanal,,1,
AgOr27,octanal,,0,
AgOr30,octanal,,22,
AgOr31,octanal,,13,
AgOr32,octanal,,-12,
AgOr33,octanal,,-24,
AgOr35,octanal,,-21,
AgOr38,octanal,,-5,
AgOr39,octanal,,7,
AgOr41,octanal,,-23,
AgOr42,octanal,,-12,
AgOr43,octanal,,-10,
AgOr44,octanal,,-10,
AgOr45,octanal,,-20,
AgOr46,octanal,,3,
AgOr48,octanal,,23,
AgOr50,octanal,,-3,
AgOr53,octanal,,0,
AgOr54,octanal,,-6,
AgOr56,octanal,,1,
AgOr57,octanal,,13,
AgOr59,octanal,,-10,
AgOr61,octanal,,3,
AgOr63,octanal,,-2,
AgOr64,octanal,,-7,
AgOr65,octanal,,1,
AgOr66,octanal,,-9,
AgOr67,octanal,,-14,
AgOr73,octanal,,-6,
AgOr75,octanal,,-8,
AgOr76,octanal,,-2,
AgOr1,nonanal,,1,
AgOr2,nonanal,,-1,
AgOr3,nonanal,,1,
AgOr4,nonanal,,5,
AgOr5,nonanal,,-3,
AgOr6,nonanal,,1,
AgOr8,nonanal,,3,
AgOr9,nonanal,,2,
AgOr10,nonanal,,2,
AgOr11,nonanal,,2,
AgOr12,nonanal,,0,
AgOr13,nonanal,,1,
AgOr15,nonanal,,-2,
AgOr16,nonanal,,0,
AgOr18,nonanal,,2,
AgOr20,nonanal,,-4,
AgOr21,nonanal,,0,
AgOr23,nonanal,,3,
AgOr25,nonanal,,-4,
AgOr26,nonanal,,-1,
AgOr27,nonanal,,1,
AgOr30,nonanal,,18,
AgOr31,nonanal,,21,
AgOr32,nonanal,,9,
AgOr33,nonanal,,-2,
AgOr35,nonanal,,-4,
AgOr38,nonanal,,1,
AgOr39,nonanal,,2,
AgOr41,nonanal,,-13,
AgOr42,nonanal,,-3,
AgOr43,nonanal,,1,
AgOr44,nonanal,,0,
AgOr45,nonanal,,-11,
AgOr46,nonanal,,6,
AgOr48,nonanal,,51,
AgOr50,nonanal,,5,
AgOr53,nonanal,,2,
AgOr54,nonanal,,-8,
AgOr56,nonanal,,0,
AgOr57,nonanal,,16,
AgOr59,nonanal,,-3,
AgOr61,nonanal,,2,
AgOr63,nonanal,,1,
AgOr64,nonanal,,-1,
AgOr65,nonanal,,-4,
AgOr66,nonanal,,4,
AgOr67,nonanal,,-3,
AgOr73,nonanal,,1,
AgOr75,nonanal,,6,
AgOr76,nonanal,,-4,
AgOr1,decanal,,-1,
AgOr2,decanal,,5,
AgOr3,decanal,,1,
AgOr4,decanal,,0,
AgOr5,decanal,,0,
AgOr6,decanal,,-2,
AgOr8,decanal,,1,
AgOr9,decanal,,-3,
AgOr10,decanal,,1,
AgOr11,decanal,,7,
AgOr12,decanal,,-2,
AgOr13,decanal,,0,
AgOr15,decanal,,3,
AgOr16,decanal,,1,
AgOr18,decanal,,3,
AgOr20,decanal,,2,
AgOr21,decanal,,6,
AgOr23,decanal,,-1,
AgOr25,decanal,,7,
AgOr26,decanal,,1,
AgOr27,decanal,,3,
AgOr30,decanal,,16,
AgOr31,decanal,,3,
AgOr32,decanal,,13,
AgOr33,decanal,,-1,
AgOr35,decanal,,-2,
AgOr38,decanal,,-3,
AgOr39,decanal,,2,
AgOr41,decanal,,-1,
AgOr42,decanal,,-1,
AgOr43,decanal,,1,
AgOr44,decanal,,5,
AgOr45,decanal,,-6,
AgOr46,decanal,,7,
AgOr48,decanal,,32,
AgOr50,decanal,,-1,
AgOr53,decanal,,1,
AgOr54,decanal,,-4,
AgOr56,decanal,,-1,
AgOr57,decanal,,5,
AgOr59,decanal,,0,
AgOr61,decanal,,2,
AgOr63,decanal,,2,
AgOr64,decanal,,5,
AgOr65,decanal,,-1,
AgOr66,decanal,,3,
AgOr67,decanal,,-5,
AgOr73,decanal,,6,
AgOr75,decanal,,8,
AgOr76,decanal,,-1,
AgOr1,E2-hexenal,,-5,
AgOr2,E2-hexenal,,10,
AgOr3,E2-hexenal,,12,
AgOr4,E2-hexenal,,98,
AgOr5,E2-hexenal,,4,
AgOr6,E2-hexenal,,0,
AgOr8,E2-hexenal,,-6,
AgOr9,E2-hexenal,,14,
AgOr10,E2-hexenal,,28,
AgOr11,E2-hexenal,,21,
AgOr12,E2-hexenal,,44,
AgOr13,E2-hexenal,,36,
AgOr15,E2-hexenal,,6,
AgOr16,E2-hexenal,,4,
AgOr18,E2-hexenal,,29,
AgOr20,E2-hexenal,,23,
AgOr21,E2-hexenal,,60,
AgOr23,E2-hexenal,,2,
AgOr25,E2-hexenal,,27,
AgOr26,E2-hexenal,,31,
AgOr27,E2-hexenal,,34,
AgOr30,E2-hexenal,,53,
AgOr31,E2-hexenal,,19,
AgOr32,E2-hexenal,,-11,
AgOr33,E2-hexenal,,-21,
AgOr35,E2-hexenal,,-8,
